DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Mysuru,545,Mysuru District,27,9,0,0,57,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,2,2,1,0,0,0,0,0,32,0,0,413,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,143,2,0,27,0,0,11,0,0,0,0,0,0,20,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Raichur,546,Raichur,47,2,0,0,40,1,2,0,9,0,2,0,0,0,1,0,0,0,0,0,0,2,6,2,0,0,0,0,0,235,0,0,181,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1,0,0,531,0,0,0,0,0,0,0,0,0,0,7,0,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Bengaluru Urban,525,K.Railways,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Ramanagara,631,Ramanagara,20,0,0,0,35,1,3,0,6,0,2,0,0,0,1,0,0,0,3,0,2,4,10,3,0,1,0,0,0,37,0,0,60,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,97,0,0,23,0,0,3,0,2,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Shivamogga,547,Shimoga,4,0,0,0,100,3,5,0,0,0,0,0,0,0,6,0,0,2,5,2,0,2,52,4,0,0,0,0,0,93,0,0,465,57,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,591,1,0,25,0,0,0,3,0,0,0,0,0,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Tumakuru,548,Tumakuru,94,1,0,0,53,0,6,0,0,0,6,7,0,0,4,0,0,0,0,4,0,2,14,0,0,0,0,0,0,39,0,0,220,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,699,0,0,10,0,0,0,1,0,0,0,0,0,60,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Udupi,549,Udupi,22,2,0,0,73,3,2,0,0,0,8,0,0,0,2,0,0,1,1,0,1,0,22,1,0,0,0,0,0,36,0,0,23,92,13,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,388,0,1,20,0,0,0,0,0,0,0,0,0,13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Uttara Kannada,550,Uttara Kannada,14,5,0,0,37,2,1,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,22,2,0,0,0,0,0,56,1,0,186,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,379,2,0,7,0,0,0,0,0,0,0,0,0,31,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Yadgir,635,Yadgiri,18,1,0,0,24,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,93,0,0,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,2,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Karnataka,29,Belagavi,527,Belagavi City,25,6,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,12,0,0,101,20,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,164,0,0,14,0,0,0,0,0,0,0,0,0,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bagalkote,524,Bagalkot,8,3,0,0,32,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,17,0,0,133,1,7,3,1,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,518,0,1,3,0,0,0,0,1,0,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bengaluru Urban,525,Bengaluru City,751,96,0,0,350,16,6,0,21,0,13,1,0,0,105,5,0,3,13,19,2,0,10555,100,1,0,13,0,0,5,0,0,283,467,301,31,17,0,0,203,24,0,47,45,0,0,0,0,0,0,0,0,12,0,0,1,400,1,0,40,0,0,2,4,302,0,0,0,0,308,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bengaluru Urban,525,Bengaluru District,31,1,0,0,79,1,1,0,3,0,2,0,0,0,1,1,0,0,0,6,1,0,19,9,0,0,0,0,0,6,0,0,186,0,42,25,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,123,0,0,8,0,0,1,0,1,0,0,2,0,14,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Belagavi,527,Belagavi District,23,6,0,0,87,0,6,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,9,0,0,0,0,0,0,1,0,0,355,13,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,680,1,0,11,0,0,0,0,0,0,0,0,0,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Ballari,528,Ballari,98,11,0,0,65,0,3,0,14,0,0,0,0,0,4,0,0,0,1,0,0,0,69,2,0,1,0,0,0,15,0,0,367,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,997,0,3,7,0,0,0,0,3,0,0,0,0,95,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bidar,529,Bidar,36,1,0,0,39,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,36,0,0,0,0,0,0,1,0,0,137,2,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,241,0,0,4,0,0,0,0,1,0,0,0,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Vijayapura,530,Vijayapura,19,2,0,0,33,0,1,0,0,0,1,0,0,0,3,0,0,0,11,0,0,0,9,1,0,0,0,0,0,1,0,0,251,0,6,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,778,0,3,0,0,0,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Chikkaballapura,630,Chikkaballapura,25,11,0,0,73,3,17,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,23,1,0,0,0,0,0,2,1,0,1634,0,15,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,751,0,0,5,1,0,1,0,0,0,0,0,0,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Chamarajanagara,531,Chamarajnagar,7,3,0,0,33,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,23,0,0,5,0,0,0,58,0,0,515,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,180,1,0,2,0,0,0,0,0,0,0,0,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,18,1,0,0,61,1,2,0,0,0,0,0,0,0,5,1,0,3,12,0,1,2,26,0,0,0,0,0,0,1,0,0,219,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,190,1,0,1,0,0,0,0,0,0,0,2,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Chitradurga,533,Chitradurga,27,3,0,0,52,0,3,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,126,0,0,370,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,690,2,0,4,0,0,0,1,0,0,0,0,0,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,4,1,0,0,57,5,2,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,21,0,0,0,0,0,0,1,0,0,61,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0,0,2,0,0,0,0,2,0,0,0,0,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Davangere,535,Davanagere,56,2,0,0,64,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,45,3,0,0,0,0,0,1,0,0,200,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,575,0,0,1,0,0,0,0,3,0,0,0,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Dharwad,536,Dharwad,5,1,0,0,29,0,0,0,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,208,0,0,5,1,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Gadag,537,Gadag,6,1,0,0,18,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,242,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,356,0,0,1,0,0,0,0,0,0,0,0,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Kalaburagi,538,Kalaburgi,30,2,0,0,69,0,8,0,1,0,8,0,0,0,3,0,0,1,8,2,0,1,17,0,0,0,0,0,0,152,0,0,86,2,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,360,0,0,5,0,0,0,0,0,0,0,1,0,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Hassan,539,Hassan,78,3,0,0,87,5,1,0,2,0,2,0,0,0,4,0,0,0,0,3,0,4,20,0,0,0,0,0,0,23,0,0,184,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,114,2,0,12,0,0,0,0,3,0,0,0,0,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Haveri,540,Haveri,33,3,0,0,44,1,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,0,0,149,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,534,0,0,9,0,0,0,0,0,0,0,0,0,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Dharwad,536,Hubballi Dharwad City,0,1,0,0,19,1,0,0,0,0,15,1,0,0,3,0,0,1,0,9,0,0,110,0,0,0,0,0,0,0,0,0,51,12,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,137,0,0,7,0,0,0,0,0,0,0,0,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Belagavi,527,K.G.F.,11,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,4,0,0,19,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,28,0,0,7,0,0,0,0,0,0,0,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Kodagu,541,Kodagu,2,5,0,0,65,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,67,0,0,16,0,0,0,3,0,0,57,38,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,2,0,0,0,0,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Kolar,542,Kolar,21,2,0,0,47,0,2,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,22,1,0,0,0,0,0,0,0,0,75,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,8,0,0,0,0,0,0,0,1,0,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Koppal,543,Koppal,1,2,0,0,57,1,7,0,9,0,7,1,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,6,0,0,200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,521,0,0,16,1,0,0,0,1,0,0,0,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Mandya,544,Mandya,30,5,0,0,70,0,10,0,1,0,4,0,0,0,2,0,0,1,3,0,0,8,64,3,0,0,0,0,0,48,0,0,420,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,225,1,0,8,0,0,0,0,0,0,0,0,0,13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Dakshina Kannada,534,Mangaluru City,16,14,1,0,54,2,2,0,0,0,3,0,0,0,1,0,0,2,0,2,0,0,125,3,0,0,0,0,0,0,0,0,27,120,115,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,147,0,0,2,0,0,0,0,0,0,0,0,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Mysuru,545,Mysuru City,91,32,0,0,34,4,0,0,3,0,1,0,0,0,2,0,0,0,0,3,0,0,264,5,0,0,0,0,0,0,0,0,34,17,2,9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,18,0,0,0,75,0,0,6,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Mysuru,545,Mysuru District,12,8,0,0,68,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,35,2,0,0,0,0,0,26,0,0,416,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,202,2,0,14,0,0,0,0,0,0,0,0,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Raichur,546,Raichur,69,0,0,0,43,2,1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,16,0,0,0,0,0,0,1,0,0,158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,621,0,0,5,0,0,0,0,0,0,0,0,0,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Bengaluru Urban,525,K.Railways,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13,11,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Ramanagara,631,Ramanagara,31,4,0,0,57,0,12,0,3,0,0,0,0,0,12,0,0,2,0,0,3,1,69,9,0,2,0,0,0,2,0,0,205,0,25,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,171,0,0,3,0,0,2,0,0,0,0,0,0,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Shivamogga,547,Shimoga,64,1,0,0,117,1,9,0,3,0,0,0,0,0,7,0,0,1,0,0,3,2,114,0,0,0,0,0,0,0,0,0,292,49,3,2,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,490,2,0,9,0,0,0,0,0,0,0,0,0,19,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Tumakuru,548,Tumakuru,73,7,0,0,71,0,5,0,0,0,0,0,0,0,7,0,0,0,0,6,1,2,27,5,0,0,0,0,0,12,0,0,279,3,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,714,1,2,7,0,0,0,0,1,0,0,0,0,91,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Udupi,549,Udupi,23,2,0,0,53,3,0,0,0,0,10,0,0,0,2,0,0,0,1,1,4,1,30,0,0,0,0,0,0,0,0,0,31,185,18,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,313,0,0,18,0,0,0,1,0,0,0,2,0,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Uttara Kannada,550,Uttara Kannada,21,1,0,0,46,1,0,0,0,0,0,0,0,0,4,0,0,0,7,2,1,0,49,1,0,0,0,0,0,1,0,0,146,10,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,533,0,2,8,0,0,0,0,0,0,0,0,0,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Yadgir,635,Yadgiri,14,2,0,0,32,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,1,0,0,0,0,0,85,0,0,100,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,325,0,0,2,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Belagavi,527,Belagavi City,10,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,40,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,198,0,0,3,0,0,0,0,0,0,0,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Karnataka,29,Kalaburagi,538,Kalaburgi City,1,4,0,0,9,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,15,1,0,0,0,0,0,21,0,0,17,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,216,0,0,6,0,0,0,0,0,0,0,0,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Bagalkote,524,Bagalkot,23,2,0,0,31,0,4,0,0,0,7,1,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,2,0,0,178,2,18,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Bengaluru Urban,525,Bengaluru City,580,136,0,0,278,10,9,0,7,0,14,0,0,0,64,1,0,1,7,16,8,1,8892,78,2,0,12,0,0,4,0,1,119,2305,461,17,5,0,0,114,6,0,73,15,0,0,0,0,3,0,0,0,23,0,0,0,589,0,0,5,0,0,2,1,118,0,0,0,0,132,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Bengaluru Urban,525,Bengaluru District,31,2,0,0,56,0,6,0,2,0,0,0,0,0,1,0,0,0,0,5,1,1,56,1,0,0,0,0,0,0,0,0,197,0,53,17,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,155,0,0,1,0,0,2,0,1,0,0,1,0,71,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Belagavi,527,Belagavi District,11,1,0,0,87,2,13,0,1,0,17,6,0,0,22,0,0,2,3,7,2,3,18,0,0,0,0,0,0,0,0,0,336,39,18,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,837,0,0,3,0,0,1,0,0,0,0,0,0,21,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Ballari,528,Ballari,79,6,0,0,74,1,17,0,3,0,16,5,3,0,9,0,0,1,0,0,1,0,52,2,0,0,0,0,0,1,0,0,291,5,33,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,1149,0,0,2,0,0,0,0,0,0,0,0,0,52,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Manipur,14,Senapati,257,Senapati,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Bidar,529,Bidar,18,4,0,0,27,0,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,207,3,19,2,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,31,0,0,0,391,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Vijayapura,530,Vijayapura,22,0,0,0,48,0,6,0,0,0,0,0,0,0,2,0,0,0,12,0,3,0,9,1,0,0,0,0,0,0,0,0,372,0,18,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Chikkaballapura,630,Chikkaballapura,30,0,0,0,96,4,8,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,32,0,0,0,0,0,0,0,0,0,509,2,26,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,421,0,0,0,0,0,6,0,0,0,0,0,0,7,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Chamarajanagara,531,Chamarajnagar,3,0,0,0,36,1,2,0,1,0,0,0,0,0,0,0,0,0,7,0,1,5,13,1,0,10,0,0,0,23,0,0,219,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,171,2,0,0,0,0,0,0,0,0,0,0,0,18,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,12,0,0,0,74,1,7,0,0,0,0,0,0,0,6,0,0,2,8,0,0,2,31,0,0,0,0,0,0,5,0,0,368,29,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,252,1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Chitradurga,533,Chitradurga,26,1,0,1,67,0,1,0,5,0,0,0,0,2,1,0,0,0,0,1,0,2,40,1,0,0,0,0,0,93,0,0,280,5,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,592,1,0,0,0,0,0,0,0,0,0,0,0,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,6,1,0,0,58,3,1,0,0,0,2,0,0,0,0,0,0,2,2,0,3,0,24,1,0,0,0,0,0,0,0,0,63,26,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,34,0,0,0,0,0,0,0,2,0,0,0,0,15,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Karnataka,29,Davangere,535,Davanagere,72,1,0,0,60,0,2,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,68,0,0,0,0,0,0,1,0,0,99,0,19,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,685,0,0,2,0,0,0,0,2,0,0,0,0,5,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
